Item_ID	Sentence	sentence_butNotBoth	sentence_and	HasPrecedingContent	HasFollowingContent	IsInDisfluency	HasMoreThanOneOr	HasHedge	containsNumber	eitherPresent	orNotPresent	sentenceHasVP	head	context
83455:205	uh, i think that the judges should be left --n400a7d to do most of the sentencing, simply because, uh, there is always, uh, there is, there is always a jury that --n400b08 might be swayed --n400b1b, uh, by the moment, uh, to either to be too lenient or too vengeful, i guess --n400b7e.	uh, i think that the judges should be left --n400a7d to do most of the sentencing, simply because, uh, there is always, uh, there is, there is always a jury that --n400b08 might be swayed --n400b1b, uh, by the moment, uh, to either to be too lenient or too vengeful, i guess --n400b7e, but not both.	uh, i think that the judges should be left --n400a7d to do most of the sentencing, simply because, uh, there is always, uh, there is, there is always a jury that --n400b08 might be swayed --n400b1b, uh, by the moment, uh, to either to be too lenient and too vengeful, i guess --n400b7e.	yes	yes	no	no	no	no	yes	no	yes	S	###and when, uh, difficult decisions, uh, are made --n4003bc --n4003c3, uh, uh, uh, they generally prove out --n4003f6 to be right by things that --n400415 occur later on.###speakerb2t2.###uh-huh.###speakera3t3.###uh, i know in some cases now in some states, depending on the criminal code, uh, a unanimous verdict is not required --n4005e7.###and indeed some juries are no longer twelve people,###they are down to as little, as small as six people in, i think, in petty, in, in, uh, in, uh, in minor felonies, and, uh, and misdemeanor trials.###speakerb4t4.###uh-huh.###speakera5t5.
83459:149	on the other hand, uh, attorney, uh, uh, justices are more apt --n400e96 to, uh, understand, you know, the cr-, the prison crowding problems and things like that, and have that sway their decisions one way or the other. you know.	on the other hand, uh, attorney, uh, uh, justices are more apt --n400e96 to, uh, understand, you know, the cr-, the prison crowding problems and things like that, and have that sway their decisions one way or the other. you know, but not both.	on the other hand, uh, attandney, uh, uh, justices are mande apt --n400e96 to, uh, understand, you know, the cr-, the prison crowding problems and things like that, and have that sway their decisions one way and the other. you know.	yes	yes	no	no	no	no	no	no	yes	S	###uh, i know in some cases now in some states, depending on the criminal code, uh, a unanimous verdict is not required --n4005e7.###and indeed some juries are no longer twelve people,###they are down to as little, as small as six people in, i think, in petty, in, in, uh, in, uh, in minor felonies, and, uh, and misdemeanor trials.###speakerb4t4.###uh-huh.###speakera5t5.###uh, i think that the judges should be left --n400a7d to do most of the sentencing, simply because, uh, there is always, uh, there is, there is always a jury that --n400b08 might be swayed --n400b1b, uh, by the moment, uh, to either to be too lenient or too vengeful, i guess --n400b7e.###speakerb6t5.###speakerb8t8.###yeah.
83534:27	most of it was, uh, robberies or things like that, you know,	most of it was, uh, robberies or things like that, you know, but not both.	most of it was, uh, robberies and things like that, you know,	yes	yes	no	no	no	no	no	no	yes	S	###or do you, do you know in virginia whether it is, if they have smaller juries###or,###speakerb42t42.###uh, i do not know exactly what the size of the juries.###i know one of my friends was, uh, uh, brought --n4030b4 up for jury duty.###speakera43t43.###yeah.###speakerb44t44.###for,###and he only heard very, you know, piddly type cases.
83825:58	so after --n402cef buying the filter and all the oil, you're looking at ten bucks at least, or somewhere in there	so after --n402cef buying the filter and all the oil, you're looking at ten bucks at least, or somewhere in there, but not both.	so after --n402cef buying the filter and all the oil, you're looking at ten bucks at least, and somewhere in there	yes	yes	no	no	no	no	no	no	yes	S	###uh, and then, you know just basic maintenance and oil changes### an i, and i do not do my oil changes###and i will not do my oil changes.### i've, i think the first time i tried --n402a4f to do one and ended up, um, --n402a7a trying --n402a85 to ge-, uh,###yo-, borrowed somebody else's jack###and i did this###and i went and bought everything,###speakera23t23.###uh-huh.###speakerb24t24.
83845:40	how did you put that many miles on it, in, four or five years --n4035ae.	how did you put that many miles on it, in, four or five years --n4035ae, but not both.	how did you put that many miles on it, in, four and five years --n4035ae.	yes	yes	no	no	no	yes	no	no	yes	SBARQ	###as far as any maintenance on my car, i, i shy away from the oil changes,###that's for sure.###speakera29t29.###uh-huh,###well my car is, uh, it's an eighty-six###and i really hadn't had any, any trouble with it un-, until that###and the car now has a hundred and thirty something thousand miles on it### and, uh, and this was just recent,###so i really can't complain about this one.###speakerb30t30.
83905:30	and, and, uh, somehow or another they'll give you an option to leave a message	and, and, uh, somehow or another they'll give you an option to leave a message, but not both.	and, and, uh, somehow and another they'll give you an option to leave a message	yes	yes	no	no	no	no	no	no	yes	S	###uh-huh.###speakerb50t50.###and, uh, i just wondering how i go about --n404676 getting the cash --n404689.###speakera51t51.###uh, there's a number that you call --n404751,###it's the same number that you, that you call --n4047f7 --n4047fe to make a call.###speakerb52t52.###oh, okay.###speakera53t53.### you, you call that number
83940:43	i, i figured maybe i'd get one or two years out of it,	i, i figured maybe i'd get one or two years out of it, but not both.	i, i figured maybe i'd get one and two years out of it,	yes	yes	no	no	no	yes	no	no	yes	S	###i have --n40510d to call and get it fixed --n40512c.###speakera61t61.###uh, let's see###before i had this car i had a, um, i bought an audi five thousand###speakerb62t62.###uh-huh.###speakera63t63.###but i bought it, i bought it --n40532f used.### i, i just bought it from a friend who --n405400 was going --n40540f to, who --n405426 just charged me what the dealer was going --n405451 to give, give him --n40546c for it for a trade-in,###and, uh, it had a whole lot of miles on it.
84000:35	it almost costs so much --n4070bd to fix anything or do anything with it, you're just better off --n407104 buying another car.	it almost costs so much --n4070bd to fix anything or do anything with it, you're just better off --n407104 buying another car, but not both.	it almost costs so much --n4070bd to fix anything and do anything with it, you're just better off --n407104 buying another car.	yes	yes	no	no	no	no	no	no	yes	S	###yeah.###speakerb78t78.###they'll,###speakera79t79.###yeah,### it --n406adf's easy to, it's easy, i guess it --n406b1e's still easy to find engines for those cars, engines and transmissions###and if you, i guess if you keep --n406d03 trad-, changing them out you can keep a car for a long time.###course i guess i could do the same thing with the, the toyota that i have --n406eb4,###i just don't know how much they'll want --n406fc2 to charge me --n406fd5 --n406fdc to,###speakerb80t80.
84098:36	are you one of these, uh, howard garrett, organic enthusiasts or a, neil sperry, nuke the lawn with chemicals.	are you one of these, uh, howard garrett, organic enthusiasts or a, neil sperry, nuke the lawn with chemicals, but not both.	are you one of these, uh, howard garrett, andganic enthusiasts and a, neil sperry, nuke the lawn with chemicals.	yes	yes	no	no	no	no	no	no	yes	SQ	###speakerb38t38.###yeah.###speakera39t39.###he is gone.###speakerb40t40.###yeah.###it is over with.###speakera41t40.###speakerb42t42.###uh, back to gardening.
84362:25	but it --n406f5a has been about three or four years of, uh, uh, playing around with flowers to de-, decide which ones --n406fc5 actually grow here.	but it --n406f5a has been about three or four years of, uh, uh, playing around with flowers to de-, decide which ones --n406fc5 actually grow here, but not both.	but it --n406f5a has been about three and four years of, uh, uh, playing around with flowers to de-, decide which ones --n406fc5 actually grow here.	yes	yes	no	no	no	yes	no	no	yes	S	###and i am into that.###speakera135t135.###oh.###speakerb136t136.### and it, and it looks quite formal.###i mean it really does,###it looks quite formal.###speakera137t137.###well, that is,###speakerb138t138.
