Item_ID	Sentence	rightDisjunct	HasPrecedingContent	HasFollowingContent	IsInDisfluency	HasMoreThanOneOr	HasHedge	containsNumber	eitherPresent	orNotPresent	sentenceHasVP	head
84306:59	and i just threw them on the side, intending --n405ae9 to transplant them or throw them away or something. and forgot about them through the whole winter.	something	yes	yes	no	no	yes	no	no	no	yes	S
84331:31	but they call them flags up here or down here, down here.		yes	yes	yes	no	no	no	no	no	yes	S
84362:25	but it --n406f5a has been about three or four years of, uh, uh, playing around with flowers to de-, decide which ones --n406fc5 actually grow here.		yes	yes	no	no	no	yes	no	no	yes	S
84402:124	the other thing to do --n40802a if you, re-, really like the hyacinths, and i do, is that before you plant those bulbs, stick them in the refrigerator for five weeks or so to cool them.		yes	yes	no	no	yes	no	no	no	yes	S
84406:37	i had bought these, uh, colossians celosias or whatever.	whatever	yes	yes	no	no	yes	no	no	no	yes	S
84467:25	and is sold --n408fb8 as purple buddy or sometimes sold --n408fd7 as straw flower.		yes	yes	no	no	no	no	no	no	yes	S
84591:56	and this thing --n4020f6 came on where these, a group of like five or six guys went and filmed themselves beating up people in the street and, and robbing them --n402179.		yes	yes	no	no	no	yes	no	no	yes	S
84600:3	or.		no	no	no	no	no	no	no	no	no	S
84620:54	and were they, uh, were they, were they obviously poor or depri-, you know.		yes	yes	no	no	no	no	no	no	yes	SQ
84644:31	i do not know what the world is --n40345e or is not --n403471.	is not --n403471	yes	yes	no	no	no	no	no	no	yes	S
84653:57	and he had, uh, he had not, uh, displayed any tendencies deviant or disturbed or whatever, you know.		yes	yes	no	yes	no	no	no	no	yes	S
84653:62	and he had, uh, he had not, uh, displayed any tendencies deviant or disturbed or whatever, you know.	whatever	yes	yes	no	no	yes	no	no	no	yes	S
84780:68	i mean, i, you know, i mean, i go to like an aerobics class or something.	something	yes	yes	no	no	yes	no	no	no	yes	S
84796:22	no matter who they are --n4068c0 or where they are at --n4068db, you know.		yes	yes	no	no	no	no	no	no	yes	ADVP
84819:49	i mean, in all the tourist brochures you read about what you should --n406fec or should not --n406fff do --n40700a.	should not --n406fff	yes	yes	no	no	no	no	no	no	yes	S
85007:68	i mean, people that --n40a981 may have been close to the edge just go over because they see something or read something.	read something	yes	yes	no	no	no	no	no	no	yes	S
85054:18	or the, or the jackets, the team like the raiders and the caps.	the jackets, the team like the raiders and the caps	yes	yes	no	no	no	no	no	no	no	FRAG
85120:97	it certainly does, because, uh, you know, the things in the books seem so dead to the kids, you know, unless they've actually been there or whatever,	whatever	yes	yes	no	no	yes	no	no	no	yes	S
85143:44	because if, uh, kids don't look up to you, or, or, ca-, can't feel they can spend time with you, they're going --n40239f to find someone else		yes	yes	yes	yes	no	no	no	no	yes	SBAR
85143:51	because if, uh, kids don't look up to you, or, or, ca-, can't feel they can spend time with you, they're going --n40239f to find someone else		yes	yes	no	no	no	no	no	no	yes	SBAR
85147:92	and uh, you know, nowadays there's a lot of people out there that you don't want your kid to, emulating --n4025b4 or whatever.	whatever	yes	yes	no	no	yes	no	no	no	yes	S
85231:40	um, what do you think the major cause of air pollution or at least in the boston areas,		yes	yes	yes	no	no	no	no	no	yes	SBARQ
85276:31	and now they've located another one or la-, rather an expanding one in the northern hemisphere.		yes	yes	no	no	no	no	no	no	yes	S
85279:65	i don't think it's involved --n401831 any longer with, with, uh, hair sprays or those th-,	those th-	yes	yes	no	no	no	no	no	no	yes	S
85435:43	so we really don't know whether there's enough fossil fuel left or there isn't,	there	yes	yes	no	no	no	no	no	no	yes	S
85664:16	get an extra bedroom or a basement.	a basement	yes	yes	no	no	no	no	no	no	yes	S
85728:3	or the foundation is sinking or something. you know, just a little, just a little bit, some more than others.	the foundation	no	yes	no	yes	no	no	no	no	yes	S
85728:17	or the foundation is sinking or something. you know, just a little, just a little bit, some more than others.	something	yes	yes	no	no	yes	no	no	no	yes	S
85736:80	well, out here we, um, we live in what --n403b81 used --n403b8c to be, uh, like a prairie or whatever a natural, you know, natural grasslands.	whatever	yes	yes	no	no	yes	no	no	no	yes	S
85838:34	there's another one half an acre away, or a quarter acre away rather.	a quarter acre	yes	yes	yes	no	no	no	no	no	yes	S
85906:3	or, you know.		no	yes	no	no	no	no	no	no	yes	S
85934:52	and also, um, you know, the other thing is their idea, or our ide-, idea of democracy has nothing to do --n4019ac with them.	our ide-, idea of democracy	yes	yes	yes	no	no	no	no	no	yes	S
85973:53	i mean that was one thing --n40324b, that --n40325a came out of it, good or bad,		yes	yes	no	no	no	no	no	no	yes	S
85977:40	i, i don't judge any war as good or bad,		yes	yes	no	no	no	no	no	no	yes	S
85982:21	and i don't see any winners or losers,		yes	yes	no	no	no	no	no	no	yes	S
86054:25	and they just really believe in allah, or god, or whatever.		yes	yes	no	yes	no	no	no	no	yes	S
86054:31	and they just really believe in allah, or god, or whatever.		yes	yes	no	no	yes	no	no	no	yes	S
86129:158	i think that the, the answer may lie in, uh, not in so much a, uh, national kind of medical thing that li-, like england has --n400568 but more of a, um, national insurance, uh, sort of clearinghouse or whatever.		yes	yes	no	no	yes	no	no	no	yes	S
86158:57	but for dependent coverage i'm paying a hundred and seventy dollars a, a month or something like that.	something like that	yes	yes	no	no	yes	no	no	no	yes	S
86173:3	or one of, whatever the type name is --n4020e8, h m o, uh, where the, uh, where you go to the doctor and it only costs you ten dollars and the insurance picks up the rest --n40217b. if you tried --n402192 to buy something like that, i'm prob-, it would probably be five or six hundred dollars a month for just the cost of something.	one of, whatever the type name is --n4020e8, h m o, uh, where the, uh, where you go to the doctor and it only costs you ten dollars and the insurance picks up the rest --n40217b	no	yes	no	yes	no	yes	no	no	yes	S
86173:210	or one of, whatever the type name is --n4020e8, h m o, uh, where the, uh, where you go to the doctor and it only costs you ten dollars and the insurance picks up the rest --n40217b. if you tried --n402192 to buy something like that, i'm prob-, it would probably be five or six hundred dollars a month for just the cost of something.		yes	yes	no	no	no	yes	no	no	yes	S
86259:83	you, you don't have --n404d6f to worry about --n404d82 filling out forms, uh, you know, for reimbursement and all or, you know, getting paid --n404dd9 eight percent of, of whatever.		yes	yes	no	no	no	no	no	no	yes	S
86374:3	or,		no	no	no	no	no	no	no	no	no	S
86413:52	well we were there in the winter. in jan-, uh, january or february,		yes	yes	no	no	no	no	no	no	yes	S
86499:26	and it's like ten dollars a day or something	something	yes	yes	no	no	yes	no	no	no	yes	S
86575:41	a lot of my travel has been sort of based --n404479 around conferences or business meetings	business meetings	yes	yes	no	no	no	no	no	no	yes	S
86665:45	and so i never --n4057a8, you know, got out by myself, or not much,		yes	yes	no	no	no	no	no	yes	yes	S
86671:25	actually i paid about either a thousand dollars or a little bit,	a little bit	yes	yes	no	no	no	no	yes	no	yes	S
86874:94	but, you know, any kind of handgun at all, if it will fit in a handgun and a rifle you would still have --n4027e8 to buy it, or sign up for it,	sign up for it	yes	yes	no	no	no	no	no	no	yes	S
86950:15	but, the legal person or lawful person should not be penalized --n404024 because there is the criminal element.	lawful person	yes	yes	no	no	no	no	no	no	yes	S
86962:8	but sooner or later i need one.		yes	yes	no	no	no	no	no	no	yes	S
86963:34	you know, whether i'm out --n404336 hunting or you know,	you	yes	yes	yes	no	no	no	no	no	yes	FRAG
86964:31	i'm never had --n4043fe to protect my life or,		yes	no	yes	no	no	no	no	no	yes	S
86971:40	you don't have --n40466d to carry one in your car or your, uh, or your pocket all the time.	your	yes	yes	yes	yes	no	no	no	no	yes	S
86971:55	you don't have --n40466d to carry one in your car or your, uh, or your pocket all the time.	your pocket	yes	yes	no	no	no	no	no	no	yes	S
86995:35	no-, not that i have an arsenal or anything,	anything	yes	yes	no	no	yes	no	no	no	yes	FRAG
87041:33	but at least it was a b b gun not a twenty-two or a four ten or something	a four ten	yes	yes	no	yes	no	no	no	no	yes	S
87041:42	but at least it was a b b gun not a twenty-two or a four ten or something	something	yes	yes	no	no	yes	no	no	no	yes	S
87112:21	are you, in washington d c or washington state.	washington state	yes	yes	no	no	no	no	no	no	no	SQ
87196:88	it seems anymore, uh, a movie can not be considered --n402c2e good unless there's just some, some sort of violence, or something in it.	something	yes	yes	no	no	yes	no	no	no	yes	S
87247:31	i do not know if you listen to him or not,	not	yes	yes	no	no	no	no	no	yes	yes	S
87287:3	or. i do not mean respons-, attachment and responsibility,		no	yes	no	no	no	no	no	no	yes	S
87424:3	or anyway it was, it was difficult.		no	yes	no	no	no	no	no	no	yes	S
87609:3	or if you, if you do buy it, it's extremely expensive.		no	yes	no	no	no	no	no	no	yes	S
87716:3	or is it always complicat-,		no	yes	no	no	no	no	no	no	no	SQ
87739:34	although she, herself, had never really accepted jesus or gone through any of the other, uh, christian, uh, portions of, of the faith, repentance, baptisms, et cetera, et cetera. she had always felt a very strong, uh, leaning in this direction.	gone through any of the other, uh, christian, uh, portions of, of the faith, repentance, baptisms, et cetera, et cetera	yes	yes	no	no	no	no	no	no	yes	S
87740:53	and whenever the cultural revolution of nineteen forty-nine occurred --n40072f and most churches were either banned --n40074e or their, all the clergy and so forth were killed --n40078d or, or imprisoned --n4007b0 or, and the property confiscated --n4007db, she was safe because she had, you know, not officially joined the, the christian movement.		yes	yes	no	yes	no	no	yes	no	yes	S
87740:100	and whenever the cultural revolution of nineteen forty-nine occurred --n40072f and most churches were either banned --n40074e or their, all the clergy and so forth were killed --n40078d or, or imprisoned --n4007b0 or, and the property confiscated --n4007db, she was safe because she had, you know, not officially joined the, the christian movement.		yes	yes	yes	yes	no	no	yes	no	yes	S
87740:107	and whenever the cultural revolution of nineteen forty-nine occurred --n40072f and most churches were either banned --n40074e or their, all the clergy and so forth were killed --n40078d or, or imprisoned --n4007b0 or, and the property confiscated --n4007db, she was safe because she had, you know, not officially joined the, the christian movement.		yes	yes	no	yes	no	no	yes	no	yes	S
87740:122	and whenever the cultural revolution of nineteen forty-nine occurred --n40072f and most churches were either banned --n40074e or their, all the clergy and so forth were killed --n40078d or, or imprisoned --n4007b0 or, and the property confiscated --n4007db, she was safe because she had, you know, not officially joined the, the christian movement.		yes	yes	yes	no	no	no	yes	no	yes	S
87761:27	and they had her teaching, or were starting --n401999 to have her teach history for the soldiers. when the, they decided that, that she needed --n4019fc to start --n401a0b recanting of all of her pre, uh, regime crimes as it were --n401a4a.	were starting --n401999 to have her teach history for the soldiers. when the, they decided that, that she needed --n4019fc to start --n401a0b recanting of all of her pre, uh, regime crimes as it were --n401a4a	yes	yes	yes	no	no	no	no	no	yes	S
87772:88	and finally they, uh, carried her, uh, out into the courtyard to, to, either really to shoot her or to go through the motions of, of shooting her, uh, with by firing, or, you know, executing her by firing squad.	to go through the motions of, of shooting her, uh, with by firing, or, you know, executing her by firing squad	yes	yes	no	yes	no	no	yes	no	yes	S
87772:158	and finally they, uh, carried her, uh, out into the courtyard to, to, either really to shoot her or to go through the motions of, of shooting her, uh, with by firing, or, you know, executing her by firing squad.		yes	yes	no	no	no	no	yes	no	yes	S
87815:27	and, uh, she was not persecuted --n4036ce or anything else like that.	anything else like that	yes	yes	no	no	yes	no	no	no	yes	S
87877:62	and, uh, because she could claim she was married, she could get, uh, an apartment or a condominium in a very exclusive building in new york that --n404ab7 had a garden, an, an, an outside garden, which --n404b0a is very unusual there.	a condominium	yes	yes	no	no	no	no	no	no	yes	S
87919:36	and and when they went to the query or inquisition or whatever --n4058ed, uh, they did perfectly		yes	yes	no	yes	no	no	no	no	yes	S
87919:40	and and when they went to the query or inquisition or whatever --n4058ed, uh, they did perfectly		yes	yes	no	no	yes	no	no	no	yes	S
87942:311	i, i'm, uh, i think i'm, i think i'm, uh, a little out of the ordinary in that, that i, i, uh, i think i'm more worried about the deficit, the national deficit than, than, uh, a lot of other people are and think that we need --n4004e9 to, we need --n400504 to either raise our taxes or, or cutback on something		yes	yes	yes	yes	no	no	yes	no	yes	S
