"tgrep.id","entire.sentence","Sentence_type","DE_operator","Numeral","And_test","Or_both_test","Actually_test","Disjunct_relation","Disjunct_individuation","MainReferent","Habituality","SIMean","PropGoodSentence","SentenceLength","eitherPresent","orNotPresent","cluster","PrototypicalSentence8","n","Cluster"
"79227:23","""and if they don't say yes or no, then maybe somebodye will vote for them that wouldn't have if they had come down on the wrong side.""","declarative","negation","nonum","change","not available","change","A~B","different","generic","static",0.825555555555556,0.888888888888889,134,"no","no",6,"no",169,"6--169"
"14875:209","""but the guy at the very top, the one who's, whoc's really making the millions and the millions is the one who also many times is part of the power structure, uh, the, uh, and had the political uh, pull to keep things from, uh, keep the interest or the emphasis in some other direction, other than on the drug dealing,""","declarative","not available","nonum","nochange","nochange","nochange","A~B","same","non-generic","static",0.455555555555556,0.555555555555556,319,"no","no",3,"no",120,"3--120"
"138283:70","""and it's kind of, uh, hard to get, uh, shop space unless you have a dedicated shop or a dedicated room for that.""","declarative","not available","nonum","change","change","change","A>B","different","generic","static",0.284444444444444,1,114,"no","no",6,"no",169,"6--169"
"11792:29","""but, uh, i have some question, whether or not they will ever really get around to that.""","declarative","wh","nonum","change","not available","change","A~B","different","generic","static",0.448888888888889,0.666666666666667,89,"no","yes",2,"no",147,"2--147"
"163053:76","""now, if he comes in and says, you know, i'll repair your, your v c r, or somebody else's v c r, for a hundred dollars, gets in there, maybe it's a blown fuse,""","declarative","not available","nonum","change","change","change","A~B","same","non-generic","static",0.452222222222222,0.888888888888889,160,"no","no",1,"no",113,"1--113"
"144197:16","and they traded either richmond or hardaway to sacramento for billy owens","declarative","not available","nonum","change","change","nochange","A~B","different","non-generic","episodic",0.694444444444444,0.888888888888889,73,"yes","no",7,"no",90,"7--90"
"118424:62","""and altog-, all total, it was just under two hundred dollars, believe it or not, to get all that done.""","declarative","not available","nonum","change","not available","change","A~B","different","non-generic","static",0.303333333333333,0.222222222222222,104,"no","yes",2,"no",147,"2--147"
"74280:75","""and you can't make up in a classroom of one hour a day, what's not been doned for, fifteen or sixteen years at home,""","declarative","not available","num","change","not available","nochange","A~B","same","generic","static",0.216666666666667,0.222222222222222,118,"no","no",5,"no",381,"5--381"
"8419:45","""well, have you any plans to, uh, maybe, uh, expand or move onward.""","interrogative","not available","nonum","nochange","nochange","nochange","A>B","same","non-generic","static",0.448888888888889,1,68,"no","no",4,"no",98,"4--98"
"39108:72","""i never have tried that, just because i don't have that much space on this little porch here in this apartment or this little balcony.""","declarative","not available","nonum","nochange","change","change","A~B","different","non-generic","static",0.252222222222222,0.666666666666667,136,"no","no",3,"no",120,"3--120"
"164502:39","""i, i'm in washington, d c or at least very close to it.""","declarative","not available","nonum","change","not available","nochange","A>B","same","non-generic","static",0.59,0.555555555555556,57,"no","no",4,"no",98,"4--98"
"82982:71","""and, and, you think, if i wasn't here he'd be learning that from a baby-sitter or from a day care.""","declarative","not available","nonum","change","change","change","A~B","different","non-generic","static",0.294444444444444,1,100,"no","no",6,"no",169,"6--169"
"55620:26","""because no matter what i did or how i did it, i invariably got myself wet.""","declarative","wh","nonum","nochange","nochange","change","A~B","different","non-generic","habitual",0.326666666666667,0.444444444444444,76,"no","no",3,"no",120,"3--120"
"166916:31","during the trial as to whether they're guilty or not has nothing to do with their background.","declarative","wh","nonum","change","not available","change","A~B","different","generic","static",0.531111111111111,0.555555555555556,93,"no","yes",2,"no",147,"2--147"
"41706:73","""because maybe they, those are not the clothes that are the most, uh, appealing to you, or the most, uh, complimentary to you.""","declarative","relclause","nonum","change","nochange","change","A~B","different","non-generic","static",0.572222222222222,0.555555555555556,127,"no","no",8,"no",126,"8--126"
"89923:105","""they, they show very well un-, they show very well unless you have, you know, lived in a lot of houses around the area, or looked at a lot of houses around here.""","declarative","not available","nonum","change","nochange","nochange","A>B","same","generic","static",0.322222222222222,0.888888888888889,163,"no","no",4,"no",98,"4--98"
"59994:62","""we're just not willing to set a society not willing to spend the time or the money to do what it takes,""","declarative","not available","nonum","nochange","nochange","change","A~B","different","generic","static",0.501111111111111,0.555555555555556,105,"no","no",3,"no",120,"3--120"
"174072:59","""uh, i guess the topic is trial by jury and how we should change that or how we would change it.""","declarative","wh","nonum","nochange","change","nochange","A<B","same","generic","static",0.424444444444444,0.555555555555556,97,"no","no",1,"no",113,"1--113"
"57651:59","""i'm convinced that the small v eight like the, the mustang's original two eighty-nine or some of the chevy two eighty-threes, were good little v eight engines that were not gas guzzlers""","declarative","not available","num","nochange","change","change","A<B","different","non-generic","static",0.264444444444444,0.444444444444444,187,"no","no",3,"no",120,"3--120"
"121100:87","""and the next spring, i guess in that march, every time we would go out and just try to walk on the grass or reach down to pull a weed, we'd have big whole patches come up.""","declarative","not available","nonum","change","change","change","A~B","different","non-generic","static",0.226666666666667,0.333333333333333,173,"no","no",6,"no",169,"6--169"
"15229:24","""i couldn't possibly commit a year or two of my life to, to go do something.""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.337777777777778,0.555555555555556,77,"no","no",5,"no",381,"5--381"
"47484:42","""but i don't even know if they're still new york yankees, or mumblex new jersey.""","declarative","wh","nonum","change","change","change","A~B","different","non-generic","static",0.783333333333333,1,81,"no","no",6,"no",169,"6--169"
"20160:209","""i, i think if immigration was entirely unrestricted, uh, not only would, would the united states become over populated, well, more over populated awfully quickly, i thinkb it, it would bring in a lot of, uh, people that are, run out of other countries or in trouble in, in other countries.""","declarative","relclause","nonum","change","nochange","change","A>B","different","expletive","static",0.384444444444444,0.777777777777778,291,"no","no",8,"no",126,"8--126"
"72646:93","""i let papers, newspapers stack up and magazines stack up, if i don't really set aside a time to look or read them.""","declarative","negation","nonum","change","not available","change","A<B","same","non-generic","static",0.407777777777778,0.777777777777778,116,"no","no",1,"no",113,"1--113"
