tgrep.id	BNBSentence	BNBInsertion	Num_different_BNBForms	Proportion_goodLoc_perBNB	frequency_BNBSentence	frequency_BNBInsertion
173455:167	and they, uh, they, i think , extend beyond the normal, uh, appeal process. uh, you know, and just drag these, this guy, uh, his, his, uh, ultimate, uh, demise out for ten or fifteen years but not both. 	bad	2	0.25	8	6
173565:96	uh, you know, we've had, i guess , laws against, uh, you know, various other forms of drugs for the last what sixty or seventy years, i guess but not both. 	bad	2	0.2	5	4
19930:37	i don't know if i'd call it science fiction or fantasy but not both. 	good	1	0.888888888888889	9	8
24893:119	and plus for, for the type of student that 's going to that school, it's going  to raise the level of the school because your parents are engineers or chemists but not both. 	good	1	0.888888888888889	9	8
27042:33	and you don't know if you were reaching them or not but not both. 	bad	2	0.375	8	5
27268:38	we're going  to send our kid here for seven or eight hours a day but not both. 	bad	2	0.25	8	6
31347:55	well, my stepson, you know, i, he went into the navy or air force but not both. 	good	1	1	9	9
37152:54	well i wondered if i was going  to get  to talk to a male or a female but not both on this type.	good	2	0.833333333333333	6	5
46686:76	i mean, i've seen  and i've had friends that  have, uh, like, uh,  eighty-one or eighty, uh, celicas but not both, 	good	2	0.75	8	6
55109:29	i think they will probably win one or two more games than they did this year but not both, 	good	3	0.5	6	3
59796:50	now whether this person is made the moral decision whether he can take another human life or not but not both, that's another trip,	good	3	0.833333333333333	6	5
67423:47	so i began a program couple, i don't know probably three or four weeks ago but not both. 	bad	2	0.375	8	5
73888:61	so, i'm trying  to think of anything else that 's changed over the last ten or twenty years but not both. 	bad	2	0.125	8	7
78975:34	you know, i didn't know anything about bush or dukakis but not both. 	bad	2	0.25	8	6
91368:81	um,. i think it depends on if you want  to be a, if you want a regional job or a national job but not both, 	good	1	1	9	9
91792:63	not only am, am i re-, reading it  to decide whether or not it should be reviewed , but also, um, because the board of advisers for this, um, journal doesn't have, right now doesn't have a really respected name, um, who 's a, uh, a scholar on, on music but not both, 	bad	3	0.333333333333333	6	4
92169:77	and, and, uh, it was an enormous task to bring all of those people together with just one or two people helping but not both .	bad	2	0.333333333333333	6	4
95876:34	they haven't ruled on whether they can test them or not but not both. 	bad	2	0.25	8	6
98771:31	and i think if i look back fifty or a hundred years but not both i'd say, you know, back then there were the opium dens	good	2	0.666666666666667	6	4
99294:26	they go around in their little coaching shorts or parachute pants but not both. 	good	1	0.666666666666667	9	6
106229:80	uh, there's two restaurants that i particularly like  that i, every time i get into texas  or i get into atlanta, georgia , i make sure i go but not both ,	good	2	0.4	5	2
107273:23	and we didn't buy really new or expensive cars but not both. 	bad	1	0.333333333333333	9	6
107973:25	but it's only for like two or three hours at a time but not both. 	good	2	0.833333333333333	6	5
108517:95	uh, i, i guess i like the shows that  really have a real sense of, uh, i don't know, honesty or sort of a purity value, i guess but not both .	good	2	0.857142857142857	7	6
117490:28	i don't know if i believe that or not but not both, 	bad	1	0.333333333333333	9	6
129802:73	well, they can't, they can, i think  in the punishment phase but not in the guilt or innocence but not both because he hasn't been, he hasn't been found  guilty of it.	good	2	0.833333333333333	6	5
138255:100	well and with a radial arm saw, if you do have a, a big piece of wood that you need  to rip, like you say, or cut but not both , you wouldn't be able  to do that.	good	3	0.857142857142857	7	6
13874:94	and then you might have more control over, uh, the, the morals that they would be taught   rather than in like a classroom or a day care center but not both. 	good	1	0.888888888888889	9	8
142177:29	but uh, even my first, uh, eight or nine years of working but not both, i camped almost all of the time because i was in construction.	good	3	0.6	5	3
143849:35	but i still don't know if sears will take visa or mastercard but not both. 	good	1	0.777777777777778	9	7
147989:35	so, i get  to go to at least four or five concerts a year but not both. 	bad	3	0.428571428571429	7	4
152676:84	uh, there is an interesting proposal that 's been going around now for a few years of having a flat tax. uh, ten percent or thirteen percent but not both. 	good	1	1	9	9
155785:58	and we seem  to be able  to get along with the president turnover ever eight years or four years but not both. 	good	2	0.625	8	5
158554:133	but on the other hand, you know, if they would have had a hard time  retaliating because the, you know, they, they wouldn't have been given  access to the friend or foe codes but not both. 	good	2	0.75	8	6
164180:99	uh, when i think of crime , i think of stuff that, that  affects other people like people getting, you know, killed or raped but not both .	good	1	0.555555555555556	9	5
169577:50	i think in like, uh, lesser cases it's like ten out of twelve or five out of six but not both, whatever. how ever many  is on, sitting on a jury.	good	3	0.833333333333333	6	5
171201:237	but a lot of time i-, a lot of cases, uh, is circumstantial evidence that, that  convicts a person, which i don't think  is all the time good. because sometimes it 's hard to get all the facts and to prove a person innocent, i mean prove a person guilty if you don't really know or you don't really have an eyewitness but not both. 	good	2	0.666666666666667	6	4
17818:24	i usually only go about a mile or two but not both. 	good	1	0.888888888888889	9	8
23317:39	i guess the schools will get into it, too, sooner or later but not both. 	bad	1	0.555555555555556	9	4
27863:29	and i have, uh, returned about every four or five years to  thinking that i would like  to do something about it but not both. 	bad	3	0.5	4	2
27863:29	and i have, uh, returned about every four or five years but not both to  thinking that i would like  to do something about it.	good	3	0.75	4	3
33521:77	when you go over there  does it bother you in terms of how things are arranged , either at the dallas location or the spring creek but not both , in terms of, there's so much, it's so much of a weight orientation, weight lifting, et cetera.	good	2	0.875	8	7
41511:66	and they charged us, i think it was like, it was like  five or six dollars but not both, i can't remember exactly, you know, that we paid  for the book to be printed .	good	3	1	5	5
42553:48	i don't think they're going  to go to a gun store or pawn shop but not both and get it the right way when there's a check ,	good	2	0.666666666666667	6	4
46504:48	and i guess maybe that's the way tokyo is  too, or japan is  too but not both. 	good	1	0.777777777777778	9	7
47341:85	but i don't think i ever see it except when i go  get out of the city and go  camping in the desert or in, in the mountains but not both .	good	2	0.875	8	7
50514:57	we're, we're going  to become dependent on these other folks sooner or later but not both. 	good	1	0.666666666666667	9	6
57971:96	and he did pull out before it got any further than that where, where it would have turned into more of a police action. uh, or more of a political action i guess but not both,  you getting into their governmental affairs which you really can't do  as, as another country.	good	6	1	3	3
63303:47	i don't really feel like  going in the grocery store  all sweaty or running errands but not both. 	bad	2	0.5	8	4
77664:56	so our whole family, we take family trips to different places  to visit fish stores or go to fish shows but not both, 	good	1	0.888888888888889	9	8
