"tgrep.id","workerid","sentence_bnb","response_goodsentence","response_val","Trial","gender","age"
"69804:37","252","so they have  to start  talking about it, or getting their act together but not both about six months ahead to get in touch with everybody, because they're rather socially active too.","bad bnb sentence",0.04,19,"Female","44"
"37241:60","252","but when i run into people that, you know,  just have recently had babies or have very young children but not both and are working full time , i, there's almost a, uh, friction between us.","good bnb sentence",0.09,20,"Female","44"
"170713:59","252","do you know anyone that, uh,  is, is in a nursing home or has ever been in one but not both.","bad bnb sentence",0.15,21,"Female","44"
"93046:25","252","see, it have been like nineteen sixty-seven or sixty-eight, but not both, um,","bad bnb sentence",0.86,22,"Female","44"
"104835:34","252","at the time it was still, oh, about forty or fifty cents a pound but not both,","bad bnb sentence",0.74,23,"Female","44"
"18802:68","252","and the garbage men come by and, uh, collect them and leave us new bags when ours get old and ratty  or leave the ones if they're still in good shape but not both.","bad bnb sentence",0.05,24,"Female","44"
"123608:48","252","i think they are supposed  to put two in by either next year or the year after but not both.","good bnb sentence",0.89,25,"Female","44"
"116923:70","252","and, if you see a situation that  looks like it could be trouble, just get out of it or call for help, whichever but not both.","bad bnb sentence",0.01,26,"Female","44"
"155051:35","252","well, how to you handle that, the long range or medium range planning on finances but not both .","good bnb sentence",0.06,27,"Female","44"
"11792:29","252","but, uh, i have some question, whether or not they will ever really get around to that but not both.","bad bnb sentence",0.96,28,"Female","44"
"68972:52","252","i, you know, go to cleveland  to see them play, the indians or the red sox but not both,","good bnb sentence",0.92,29,"Female","44"
"19926:76","252","see, i had never really been into science fiction that much until, uh, somebody gave me mist of avalon probably about five or six years ago but not both.","bad bnb sentence",0.92,30,"Female","44"
"27863:29","253","and i have, uh, returned about every four or five years but not both to  thinking that i would like  to do something about it.","good bnb sentence",0.24,1,"Female","43"
"100564:48","253","and, uh, you know the type of facilities whether it's a shared room or two separate rooms but not both that  share uh, a, uh, bathroom.","good bnb sentence",0.56,2,"Female","43"
"57817:48","253","so i guess i've done probably, uh, i'd say seven or eight but not both of them.","good bnb sentence",1,3,"Female","43"
"168511:31","253","and i don't believe they do in germany or italy but not both either","good bnb sentence",0,4,"Female","43"
"176348:81","253","but where it's not necessary , uh, in that regard, where it's not an immediate threat to life and limb or property but not both  uh, i, i'd, i would seriously question it.","good bnb sentence",0,5,"Female","43"
"26845:102","253","and, i guess even back to kennedy, as a matter of fact, i guess kennedy may be the one that  actually started the thing, or was but not both, you know, really interested in things like that.","good bnb sentence",0,6,"Female","43"
"55403:21","253","but by no means do i endorse or approve pulling everybody out but not both.","good bnb sentence",0,7,"Female","43"
"95601:41","253","do you think you d base is more flexible or allows you to do more but not both.","bad bnb sentence",0,8,"Female","43"
"19728:70","253","where's some reference to this goddamn state of texas and the role that they played  either leading up to  or in  the civil war but not both .","bad bnb sentence",0,9,"Female","43"
"28157:45","253","it's just convincing your husband that that's important, or that it's important enough for him to do it but not both.","bad bnb sentence",1,10,"Female","43"
"121355:48","253","and any time there's, there is a budget cut or crunches but not both , it's always the small guy that, that  gets hurt.","good bnb sentence",0,11,"Female","43"
"72646:93","253","i let papers, newspapers stack up and magazines stack up, if i don't really set aside a time to look or read them but not both .","good bnb sentence",0,12,"Female","43"
"18522:67","253","they don't, they don't even start  growing until may, may or april but not both, like after it's been raining for a few months.","good bnb sentence",0.39,13,"Female","43"
"7486:45","253","they're real liberal now and to where probably fifty or a hundred years ago but not both, um, the democrat party being liberal like they are now, you know, would never be thought of  ,","bad bnb sentence",0,14,"Female","43"
"54571:48","253","a lot of things we try  to catch  like at the dollar theater or matinees but not both.","good bnb sentence",0,15,"Female","43"
"164864:140","253","and the, the problem with that is then, then, then people will either, the rich people will either pull their kids out of the public school and put them in private schools or they'll move farther away  to get better schools but not both.","good bnb sentence",0.03,16,"Female","43"
"106806:20","253","we would go down two or three hours but not both on the weekends,","bad bnb sentence",0.75,17,"Female","43"
"150321:38","253","um, i like  to play tennis in the summer time or in the spring, fall but not both,","good bnb sentence",0,18,"Female","43"
"69804:37","253","so they have  to start  talking about it, or getting their act together but not both about six months ahead to get in touch with everybody, because they're rather socially active too.","good bnb sentence",0,19,"Female","43"
"37241:60","253","but when i run into people that, you know,  just have recently had babies or have very young children but not both and are working full time , i, there's almost a, uh, friction between us.","good bnb sentence",0,20,"Female","43"
"170713:59","253","do you know anyone that, uh,  is, is in a nursing home or has ever been in one but not both.","good bnb sentence",0.26,21,"Female","43"
"93046:25","253","see, it have been like nineteen sixty-seven or sixty-eight, but not both, um,","good bnb sentence",1,22,"Female","43"
"104835:34","253","at the time it was still, oh, about forty or fifty cents a pound but not both,","good bnb sentence",1,23,"Female","43"
"18802:68","253","and the garbage men come by and, uh, collect them and leave us new bags when ours get old and ratty  or leave the ones if they're still in good shape but not both.","bad bnb sentence",0,24,"Female","43"
"123608:48","253","i think they are supposed  to put two in by either next year or the year after but not both.","good bnb sentence",0.85,25,"Female","43"
"116923:70","253","and, if you see a situation that  looks like it could be trouble, just get out of it or call for help, whichever but not both.","good bnb sentence",0.1,26,"Female","43"
"155051:35","253","well, how to you handle that, the long range or medium range planning on finances but not both .","good bnb sentence",0.17,27,"Female","43"
