Item_ID	Sentence
110752:48	well, but why, if you're going --n402531 to do teachers or professionals, why not do the kids, when we see them --n40257c and they're, you know, under the influence --n4025ab.
110779:17	well do we agree, or unless it's not me.
110794:66	even though teachers have other kids lives in their hands, and if they come in --n403266 stoned or they come in --n403281 drunk
110930:97	we go from regular kind of spring clothes regular kind of fall clothes pregnant clothes, clothes that --n109a6 are in between where you're not down to regular size yet or you're on your way up from regular size --n10a05
110943:19	and they're all in boxes or bags,
110957:106	and when it's cold --n110bb, i'm wearing sweat pants, and most of, unless i'm going to something special that my daughter's doing --n1111e, or something like that,
110971:62	i just, i find i have --n11676 to get the right kinds, though, or it's not comfortable
111042:70	and it's just great because you can put, you know, you can decorate them up, or dress them up, if you want,
111046:3	or you can just wear them with, you know, tennis shoes if you want.
111059:79	if we, if we had professional jobs where we go into an office and have --n12dc8 to wear a jacket or something --n12de7 that would make a big difference.
111092:48	you've got --n13797 to have something to add --n137ba to it or something
111157:3	or if you get it dirty or whatever,
111157:23	or if you get it dirty or whatever,
111289:3	or just to face the children different directions or to do something
111289:28	or just to face the children different directions or to do something
111321:31	but a lot of their classes there were only eight or ten children in their classes
111626:16	she's about seven or eight years old.
111782:55	and so that night we had a reception for some of the, uh, potential high school students or college students,
111855:32	and my husband and i like --n400fa5 getting the salads or the lighter meals
111864:66	so sometimes we drive for a couple hundred miles until we find a wendy's, because it's all either mcdonald's or dairy queens,
111943:55	where do you go --n4028c2 if you like --n4028d5 to have a nice meal --n4028f0 out, or a big meal.
111953:18	and i'll order steak or steak and lobster combined
112029:3	or you go you know you fend for yourself.
112064:157	and, and, and i guess before i'd like --n400d78 to see that severe of a punishment for it it has --n400dab to be a, an absolute certainty you know, like, uh, caught at it, or something
112072:13	you know, or if they, they, uh, you know, severely beat up on a child, or, you know, i would have absolutely no problem at all you know, with, with,
112077:3	or they were abused --n40138c when they were little --n4013a3
112092:38	i don't feel that that should be any excuse at all or any deterrent ag-, uh, you know reason to not use capital punishment --n401947.
112117:59	well, she looked like my mother who --n4021b9 abused me when i was a child --n4021dc, or something, which i think --n402203 is, unfortunate for that person and yet shouldn't be an excuse.
112125:26	and i was just seeing in the newspaper or the grocery store that some miss america was abused --n4024c5 by the man she loved --n4024e4
112132:49	and i didn't, couldn't realize if it was the husband or the father or what,
112132:56	and i didn't, couldn't realize if it was the husband or the father or what,
112139:60	and yet, i mean, did you ever in your life when you were little --n402fcd know anybody or hear anything of anything like this.
112163:28	unless they're caught --n403788 in the act or the-, the-, the child is very badly, you know, beaten --n4037e3 up, it comes down to a one word against the other that type thing.
112187:17	killing a child, or kidnapping, uh,
112194:3	or like when, uh, i've heard when i,
112221:46	do you go like home cooking, like black-eyed pea and that kind of thing or cafeteria.
112249:65	um, there's a little place down on, what is that --n400bba. coit road, um, chinese pavilion or something.
112263:70	but our favorite when you have a little more to spend --n400fa0 --n400fa7, is to go to taiwan or may dragon.
112292:38	and he'll just eat chips until we've got three or four baskets coming back.
112322:27	in fact, you're about the third or fourth person in the last month that --n401f1e said that.
112347:54	now, my kids didn't like it because they just wanted --n40259a to get plain old spaghetti or lasagna,
112417:64	my husband was saying that up north they have such nice restaurants where you can go --n40362c after a theater or after the movie.
112636:68	and, and, uh, uh, but we didn't, uh, do it as much or as often as, uh, i would have liked --n401ad6 to.
112827:3	or do they stay at,
112866:22	what if you had a fire or something with babies.
112906:3	or is it just a job for them.
113018:37	if they'll take a group of kids to the zoo or somewhere and then come back and not even count them and realize they're one short.
113176:393	uh, my, my idea i guess of the ideal vacation would be to begin with, uh, money be no object. you know, so just absolutely, you know, first class fly where i want --n402ab2 to --n402ac1, rent a car if i want --n402ae4 to. uh, you know, just the, really the nicest hotels and stuff like that and and not worry if somebody says, well, let's take this little side trip, you know, and not have to sit there and figure out, um, you know, again we, we fit that in there or not.
113320:3	or i probably wouldn't have been there.
113354:72	and i used --n401d57 to tease my husband sometimes and say, my gosh yo-, did you bet the house or something this week --n401db2 to get so excited about, these games.
113393:16	and there's no mountains or anything, you know,
113429:79	in, in colorado when the broncos went to the superbowl three times in the last, i don't know, five or six years whatever it's been --n40355e --n403565. um, they have these songs on the radio.
